"","date","ï..","species","bands","sx","sy","time","month","year","slope","pres","PlotName","gr","fire","burnyr","Spring","BrLagOne","BrLagTwo","mgmt","elev","soil","obs","HT","LG","LF","BG","DG","DistToShrubs","DistToTrees","PropShrubs","PropTrees"
"11",2019-06-03,10,"DICK","BA-SB",712485,4329980,1889,6,2019,0.0573127924361921,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",417.531005859375,"4625",0,3.92980376311188,0.254045419039738,0.218828832166636,0.187673560736107,0.1130223596227,0.0157981639862045,0.0750797550463489,0.0200573065902579,0
"12",2019-06-03,146,"DICK","YB-SY",712534,4330082,1889,6,2019,0.0600590949634547,1,"C3A","cattle","3","1",222.8,238,324.3,"cattle3",417.268005371094,"4530",0,2.86212652423311,0.255328580588525,0.238957698609795,0.368572230796265,0.0506921291086803,0.0309856543593287,0.126899959537896,0,0
"13",2019-06-04,12,"DICK","BG-BS",710339,4330779,1890,6,2019,0.062148550690964,1,"K2A","ungr","2","0",222.8,238,324.3,"ungr2",409.568023681641,"4530",0,2.72162922465422,0.334828870197557,0.186605606875297,0.177853656337578,0.152569488635179,0.0348730278578613,0.0813425175804,0,0
"14",2019-06-05,155,"DICK","YS-AW",710137,4328910,1891,6,2019,0.0429752084847467,1,"N1B","bison","1","1",222.8,238,324.3,"bison1",412.507019042969,"4530",0,2.73517909534352,0.196160848300141,0.286934521236499,0.369153041771771,0.0665346713704259,0.00702938024370923,0.0790858643188176,0.0802292263610315,0
"15",2019-06-06,133,"DICK","SY-OB",711191,4328865,1892,6,2019,0.0703865632556676,1,"2D","ungr","2","1",222.8,238,324.3,"ungr2",441.165008544922,"4530",0,2.22382833859409,0.383185297401161,0.157775144895343,0.322874193847688,0.074562289212083,0.0160181719442965,0.0656910297361999,0.0111731843575419,0
"16",2019-06-10,11,"DICK","BA-SW",710791,4330621,1896,6,2019,0.116798111599165,1,"K2A","ungr","2","0",222.8,238,324.3,"ungr2",411.487030029297,"4530",0,3.927166603254,0.320687819629804,0.17385416337999,0.152382123571054,0.153002123028534,0.0115360141811143,0.135460848654698,0.0335195530726257,0
"17",2019-06-10,64,"DICK","OS-OD",710686,4330594,1896,6,2019,0.0794046274234008,1,"K2A","ungr","2","0",222.8,238,324.3,"ungr2",412.921020507812,"4530",0,3.55330387676461,0.329871034842341,0.181310540315925,0.152874064565259,0.153614086169635,0.0417051362359768,0.123624306356033,0,0
"18",2019-06-11,33,"DICK","DS-RY",711544,4328741,1897,6,2019,0.0569587194981029,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",440.001007080078,"4530",0,2.69036184820571,0.367251081788305,0.167130238046119,0.182587636465946,0.140683509386951,0.0261871253489183,0.0615490473817532,0.0257879656160458,0
"19",2019-06-12,81,"DICK","RS-BY",711572,4329595,1898,6,2019,0.0515010953904373,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",440.326019287109,"4530",0,2.66165062089677,0.45763202876713,0.205222139757608,0.351297369328816,0.0414573918341943,0.055739125188835,0.111905298977663,0,0
"20",2019-06-13,21,"DICK","DB-BS",712518,4329664,1899,6,2019,0.0346771032267894,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",416.849029541016,"4530",0,4.04162936021478,0.274955994650571,0.232149987926524,0.179751192999699,0.11705135967025,0.0164418152414593,0.0624063101417171,0.0155148095909732,0
"21",2019-06-13,14,"DICK","BW-SG",711767,4329796,1899,6,2019,0.0267607986510397,1,"C3A","cattle","3","1",222.8,238,324.3,"cattle3",440.267028808594,"4530",0,2.14030470904266,0.27527307214001,0.2487475729558,0.398499960278411,0.0653748888337402,0.0400983934480174,0.106544893758003,0,0
"22",2019-06-13,93,"DICK","RS-WA",711719,4329729,1899,6,2019,0.0316278622592104,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",439.693023681641,"4530",0,2.96578162897088,0.272913946680616,0.216076549001906,0.209274701568635,0.141826704880257,0.0493386797815062,0.0671600809102285,0,0
"23",2019-06-13,152,"DICK","YO-BS",712404,4329479,1899,6,2019,0.0934522856628996,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",423.153015136719,"4530",0,4.01111120836267,0.283881152316585,0.226924860289239,0.175469729825663,0.122901755052887,0.00430133330260796,0.125364500057902,0.213467048710602,0
"24",2019-06-13,15,"DICK","BY-BS",712362,4329828,1899,6,2019,0.101646334756746,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",412.635009765625,"4530",0,4.43590971471331,0.261336412215773,0.220072279739265,0.185910911216523,0.117124204708502,0.0101172766748064,0.0270766559656583,0.0423131170662905,0.00846262341325811
"25",2019-06-15,97,"DICK","SB-DY",709673,4328628,1901,6,2019,0.116871589422824,1,"N1B","bison","1","1",222.8,238,324.3,"bison1",402.106018066406,"4530",0,3.17537815872057,0.185690954349645,0.285722498111182,0.356992758394586,0.0608289866020178,0.0141490492876352,0.0787495402859412,0.00859598853868195,0
"26",2019-06-15,103,"DICK","SD-KY",712192,4329272,1901,6,2019,0.134366258893129,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",426.594024658203,"4530",0,4.19103594404923,0.301796181094524,0.209181228210259,0.166177077793985,0.129929523178497,0.0204943341905138,0.0478228759020567,0.00987306064880113,0
"34",2019-06-15,102,"DICK","SD-KY",712192,4329272,1901,6,2019,0.134366258893129,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",426.594024658203,"4530",0,4.19103594404923,0.301796181094524,0.209181228210259,0.166177077793985,0.129929523178497,0.0204943341905138,0.0478228759020567,0.00987306064880113,0
"42",2019-06-17,46,"DICK","KB-SW",711644,4328666,1903,6,2019,0.0252016054189254,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",442.786010742188,"4625",0,2.709193771448,0.384402038082053,0.177240570202852,0.168017901257776,0.140816801533009,0.0575031259074828,0.0466550535289899,0,0
"43",2019-06-17,36,"DICK","GA-SK",711693,4328498,1903,6,2019,0.0716739334792243,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",440.388031005859,"4530",0,2.69638382908791,0.387011808267897,0.17301428181309,0.175859881050796,0.138821495614802,0.0228597628487071,0.0691045801125915,0.00716332378223496,0
"44",2019-06-17,35,"DICK","GA-GS",711641,4328497,1903,6,2019,0.0347936382236829,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",442.972015380859,"4625",0,2.62508105968446,0.389715681025829,0.178189519448181,0.175303187620963,0.136930965036085,0.0639713005573806,0.119644657464167,0,0
"45",2019-06-17,119,"DICK","SK-OO",711641,4328497,1903,6,2019,0.0347936382236829,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",442.972015380859,"4625",0,2.62508105968446,0.389715681025829,0.178189519448181,0.175303187620963,0.136930965036085,0.0639713005573806,0.119644657464167,0,0
"46",2019-06-19,6,"DICK","AS-AA",712663,4332379,1905,6,2019,0.0393742803990116,1,"C3SC","cattle","3","0",222.8,238,324.3,"cattle3",421.408020019531,"4625",0,3.38960847419606,0.322858566611316,0.278994097641353,0.144733541336817,0.119363850822079,0.0342189828857426,0.119563421858839,0,0
"47",2019-06-20,63,"DICK","OS-KR",711068,4328457,1906,6,2019,0.0573284976950032,1,"1D",NA,NA,NA,NA,NA,NA,"NANA",439.986022949219,"4530",0,NA,NA,NA,NA,NA,0.0858152435083785,0.196963042148888,0,0
"48",2019-06-20,86,"DICK","RS-KY",710914,4330193,1906,6,2019,0.0522604958651653,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",412.604034423828,"4530",0,3.12916916249933,0.471262453580631,0.199906122220217,0.314305932516953,0.0433290875123496,0.0580879104667928,0.101498609819692,0,0
"49",2019-06-21,13,"DICK","BG-WS",711527,4328293,1907,6,2019,0.0569074369764432,1,"2D","ungr","2","1",222.8,238,324.3,"ungr2",441.161010742188,"4530",0,2.35476767591937,0.429386391924439,0.176473487945443,0.29961156745188,0.0671955950723872,0.0365854461356092,0.258385028794158,0,0
"50",2019-06-28,62,"DICK","OS-BY",711434,4328022,1914,6,2019,0.0546915413841698,1,"R1B",NA,NA,NA,NA,NA,NA,"NANA",439.200012207031,"4530",0,NA,NA,NA,NA,NA,0.0866103904277128,0.242126553241894,0,0
"51",2019-06-29,126,"DICK","SR-BK",710664,4328639,1915,6,2019,0.109703695328047,1,"N1B","bison","1","1",222.8,238,324.3,"bison1",437.931030273438,"4530",0,1.78843377830095,0.204011844872671,0.26699790943248,0.383998421768178,0.0747037734163511,0.0181085718258612,0.0275916360174559,0.0630372492836676,0.00143266475644699
"52",2019-07-02,60,"DICK","OK-SO",710808,4330245,1918,7,2019,0.0338684447522241,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",413.198028564453,"4530",0,3.94481339475519,0.528193791744048,0.227517194914198,0.241847164660058,0.0455378728610118,0.0324626532893623,0.144090099905999,0.00143266475644699,0
"53",2019-07-06,26,"DICK","DO-SO",711722,4329232,1922,7,2019,0.03294503380473,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",440.757019042969,"4530",0,4.26106831306948,0.373876373441305,0.222143833902212,0.127542132261404,0.147084219271133,0.0395420798256846,0.0672911758756604,0,0
"54",2019-07-11,78,"DICK","RR-SD",711765,4329422,1927,7,2019,0.0267452177908315,1,"C3B","cattle","3","0",222.8,238,324.3,"cattle3",441.672027587891,"4530",0,4.403801042168,0.357836894830332,0.239657007947136,0.131933212215171,0.142188282096008,0.0173991596003338,0.0834536718145909,0.00716332378223496,0
"55",2019-07-13,53,"DICK","KO-WS",710621,4328752,1929,7,2019,0.0663473632298455,1,"N20B",NA,NA,NA,NA,NA,NA,"NANA",438.394012451172,"4530",0,NA,NA,NA,NA,NA,0.014015325594608,0.0357553684386161,0.1189111747851,0
"56",2019-07-15,76,"DICK","RR-RS",711193,4330198,1931,7,2019,0.160653511165613,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",407.918029785156,"4530",0,4.76457218352536,0.501837557436501,0.193083853398551,0.257583263033419,0.0475672056295318,0.0223435411999605,0.0276456150966149,0.00286532951289398,0.00429799426934097
"57",2019-07-17,49,"DICK","KG-SY",711265,4330238,1933,7,2019,0.0828064764740932,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",413.233032226562,"4530",0,4.68529717562834,0.509728862984285,0.208659296582466,0.241428604600389,0.0467288500214296,0.050564072633904,0.0729807598841908,0,0
"58",2019-07-19,29,"DICK","DS-KY",712493,4329153,1935,7,2019,0.174476589546642,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",410.473022460938,"4530",0,5.57906226027701,0.366384257155561,0.221280886828913,0.122965568671029,0.137906051391462,0.0113994489933166,0.0421340863894172,0.0335195530726257,0
"59",2019-07-20,149,"DICK","YK-SY",711200,4328326,1936,7,2019,0.120702183501211,1,"2D","ungr","2","1",222.8,238,324.3,"ungr2",424.994018554688,"4530",0,4.13044915841249,0.457506614280653,0.181717917246313,0.25298730214283,0.0629036445466169,0.0215831481065464,0.0326745620727071,0.00564174894217207,0.00282087447108604
"60",2019-07-20,42,"DICK","GR-OS",711232,4328341,1936,7,2019,0.122376687057546,1,"2D","ungr","2","1",222.8,238,324.3,"ungr2",423.849029541016,"4530",0,4.11020880478298,0.461020528011185,0.178994660690966,0.25150271652748,0.0637738949240104,0.0132559702129912,0.0620097921638186,0.156160458452722,0
"61",2019-07-22,61,"DICK","OO-BS",712253,4329387,1938,7,2019,0.237066874629363,1,"C3C","cattle","3","0",222.8,238,324.3,"cattle3",431.153015136719,"4530",0,5.74216956643689,0.355949325888938,0.234721885746195,0.122097880986103,0.127671164393941,0.00552686605395687,0.0267175984160465,0.224860335195531,0.00139664804469274
"62",2019-07-23,72,"DICK","RO-WS",712248,4330181,1939,7,2019,0.0711638595309692,1,"C3A","cattle","3","1",222.8,238,324.3,"cattle3",432.238006591797,"4530",0,3.63216814909854,0.335066017375746,0.29403838753853,0.244861905809159,0.0566417076011506,0.00406769912070822,0.0728312601684926,0.335243553008596,0
"63",2019-07-23,5,"DICK","AB-SR",712556,4330147,1939,7,2019,0.0371104878454762,1,"C3A","cattle","3","1",222.8,238,324.3,"cattle3",419.43603515625,"4625",0,4.27937607345712,0.333618440185932,0.280120493572637,0.250989703993932,0.0499898102072946,0.0235227372585382,0.0932018345910362,0,0
"64",2019-07-24,2,"DICK","AB-BS",711001,4329253,1940,7,2019,0.0442336241366569,1,"K1B","ungr","1","1",222.8,238,324.3,"ungr1",438.976013183594,"4530",0,3.5837276984581,0.587663617480695,0.220278415869613,0.240720108426508,0.0405009441414678,0.0279998145997524,0.0831693840062235,0,0
"65",2019-07-27,136,"DICK","YA-KS",711607,4328438,1943,7,2019,0.0273589355092432,1,"2D","ungr","2","1",222.8,238,324.3,"ungr2",443.586029052734,"4625",0,3.12956818825598,0.523548957460977,0.199366689792637,0.198574730951667,0.0699484276396906,0.0855207718738,0.167557562597331,0,0
"66",2019-08-01,57,"DICK","OG-RS",709636,4328055,1948,8,2019,0.131940911807498,1,"N1B","bison","1","1",222.8,238,324.3,"bison1",432.908020019531,"4530",0,3.28783638125578,0.236849007967541,0.366700348739975,0.198657069215705,0.0641563213558466,0.0214496248119503,0.0443775721486754,0.00286532951289398,0
"67",2019-08-05,51,"DICK","KO-SG",711390,4330616,1952,8,2019,0.0555157197552253,1,"C3SB","cattle","3","1",222.8,238,324.3,"cattle3",413.844024658203,"4530",0,5.26103333387109,0.386980745207968,0.275263003634308,0.184533809130985,0.0677200778597127,0.0203194408746481,0.0435191947370452,0,0
"68",2020-05-09,7,"DICK","AS-DW",712411,4328865,2230,5,2020,0.169066457949972,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",426.465026855469,"4530",0,2.60345918106121,0.356606734907172,0.167511924103752,0.170823608023682,0.139211528509482,0.0071862793619245,0.097130867657798,0.0963687150837989,0
"69",2020-05-14,22,"DICK","DD-SR",709932,4329221,2235,5,2020,0.0903839022385601,1,"N20B",NA,NA,NA,NA,NA,NA,"NANA",411.120025634766,"4530",0,NA,NA,NA,NA,NA,0.00532492383431248,0.0395675323607352,0.24785100286533,0
"70",2020-05-14,147,"DICK","YD-SG",710069,4329047,2235,5,2020,0.0695029869936622,1,"N20B",NA,NA,NA,NA,NA,NA,"NANA",411.736022949219,"4530",0,NA,NA,NA,NA,NA,0.0119876714176811,0.0604380007635531,0.205307262569832,0
"71",2020-05-20,153,"DICK","YO-BS",712438,4330115,2241,5,2020,0.084741521135491,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",423.788024902344,"4783",0,3.05720699328646,0.292907129567801,0.19577204157713,0.184009509325502,0.0970150719791645,0.0268448460473543,0.0677531626459777,0,0
"72",2020-05-20,38,"DICK","GD-BS",712432,4330033,2241,5,2020,0.0913870121175728,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",421.7490234375,"4530",0,3.09157129427717,0.294189574993408,0.196288207497807,0.188568782324349,0.0970910787938777,0.00802531049828336,0.0251846217969299,0.0702005730659026,0.00143266475644699
"73",2020-05-21,148,"DICK","YK-BS",711237,4330253,2242,5,2020,0.142712244680905,1,"K1B","ungr","1","1",136,560.4,238,"ungr1",410.775024414062,"4530",0,2.62777094464046,0.476068668363966,0.153449703695628,0.353610908115661,0.0373792222715431,0.0326661595882192,0.045762613324667,0,0
"74",2020-05-27,16,"DICK","BY-BS",712451,4329933,2248,5,2020,0.0460824965156473,1,"C3B","cattle","3","1",136,560.4,238,"cattle3",417.9580078125,"4625",0,2.17456404405796,0.313483350150814,0.227351512822676,0.379468515504658,0.0404393566718914,0.0480083463214046,0.0910688411943906,0,0
"75",2020-05-27,159,"DICK","YW-BS",712451,4329933,2248,5,2020,0.0460824965156473,1,"C3B","cattle","3","1",136,560.4,238,"cattle3",417.9580078125,"4625",0,2.17456404405796,0.313483350150814,0.227351512822676,0.379468515504658,0.0404393566718914,0.0480083463214046,0.0910688411943906,0,0
"76",2020-05-27,39,"DICK","GK-BS",712371,4329840,2248,5,2020,0.0759387233264687,1,"C3B","cattle","3","1",136,560.4,238,"cattle3",414.151031494141,"4530",0,2.28428454197759,0.313107880069303,0.223734191061106,0.386651848540148,0.0412543737601156,0.0154071895230193,0.0384085246743394,0.0186246418338109,0
"77",2020-06-01,156,"DICK","YS-DR",711575,4328507,2253,6,2020,0.0589460704679898,1,"2D","ungr","2","0",136,560.4,238,"ungr2",441.598022460938,"4530",0,2.80986642340851,0.513254716725825,0.133349190569532,0.118873895176228,0.13130931513568,0.0361922826330495,0.126012900958681,0,0
"78",2020-06-01,47,"DICK","KG-BS",711447,4328515,2253,6,2020,0.160351506729798,1,"2D","ungr","2","0",136,560.4,238,"ungr2",434.345031738281,"4530",0,3.07291992527998,0.493120594078691,0.119025133748774,0.134069070479273,0.129077157906364,0.0148418184663117,0.0398953778977511,0.0684357541899441,0
"79",2020-06-01,82,"DICK","RS-DG",711522,4328560,2253,6,2020,0.0889618460518259,1,"2D","ungr","2","0",136,560.4,238,"ungr2",439.597015380859,"4530",0,2.88999260637338,0.505988895759308,0.127704146600442,0.122500831607509,0.131925935179896,0.0249170994823496,0.0533474484098647,0.00141043723554302,0
"80",2020-06-03,157,"DICK","YS-KG",712714,4329333,2255,6,2020,0.0406776724594372,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",417.884033203125,"4530",0,2.91873754935066,0.378489081326869,0.208220687096663,0.161300611327374,0.106107535387708,0.0378135991820473,0.105959080597306,0,0
"81",2020-06-04,106,"DICK","SG-DD",712465,4330193,2256,6,2020,0.0568025008112516,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",422.304016113281,"4783",0,3.57539726887934,0.337332846324952,0.205435604495086,0.149011121815121,0.0927463887373515,0.0116017675446737,0.0512047237846688,0.0558659217877095,0
"82",2020-06-04,79,"DICK","RR-SK",712465,4330193,2256,6,2020,0.0568025008112516,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",422.304016113281,"4783",0,3.57539726887934,0.337332846324952,0.205435604495086,0.149011121815121,0.0927463887373515,0.0116017675446737,0.0512047237846688,0.0558659217877095,0
"83",2020-06-05,52,"DICK","KO-SG",711243,4330452,2257,6,2020,0.21247567239234,1,"C3SB","cattle","3","0",136,560.4,238,"cattle3",425.262023925781,"4530",0,3.06259176635386,0.343344122720229,0.165332067181375,0.169227960010182,0.124653888783925,0.0328592254171804,0.105060818127455,0,0
"84",2020-06-06,77,"DICK","RR-RS",711223,4330288,2258,6,2020,0.145247119054711,1,"K1B","ungr","1","1",136,560.4,238,"ungr1",410.537017822266,"4530",0,3.04812064532497,0.530626109009817,0.162698619897592,0.302730345905764,0.0355466077821358,0.0162896194507269,0.0191260592372859,0.0229226361031519,0.0100286532951289
"85",2020-06-08,104,"DICK","SD-KY",712165,4329262,2260,6,2020,0.161465865485994,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",425.252014160156,"4530",0,3.61696934236598,0.390318554126005,0.187088604310233,0.152184215439608,0.10352356874798,0.00913255099530057,0.0226366889134669,0.0257879656160458,0.0114613180515759
"86",2020-06-09,1,"DICK","AA-SA",710754,4328577,2261,6,2020,0.0291615100285848,1,"1D",NA,NA,NA,NA,NA,NA,"NANA",440.068023681641,"4530",0,NA,NA,NA,NA,NA,0.0584803780535487,0.0714540967349507,0,0
"87",2020-06-09,108,"DICK","SG-GD",710740,4328622,2261,6,2020,0.0328552918129189,1,"N1B","bison","1","1",136,560.4,238,"bison1",440.506011962891,"4530",0,1.27895736415435,0.273991619509334,0.250480272931909,0.367739382171518,0.0591653437993727,0.0517318349762469,0.0667812874637891,0,0
"88",2020-06-09,48,"DICK","KG-RS",710619,4328803,2261,6,2020,0.253766303795917,1,"N20B",NA,NA,NA,NA,NA,NA,"NANA",432.013031005859,"4530",0,NA,NA,NA,NA,NA,0.000756065182026226,0.017545945008803,0.839385474860335,0.0139664804469274
"89",2020-06-09,115,"DICK","SG-WD",710738,4328699,2261,6,2020,0.0963453188274756,1,"N20B",NA,NA,NA,NA,NA,NA,"NANA",437.756011962891,"4530",0,NA,NA,NA,NA,NA,0.00971908882936799,0.058128404801973,0.141833810888252,0
"90",2020-06-22,127,"DICK","SR-BK",710717,4328435,2274,6,2020,0.0659474583238527,1,"N1B","bison","1","1",136,560.4,238,"bison1",438.945007324219,"4530",0,1.28103204799405,0.272936685725573,0.250623964502729,0.387763678583351,0.0518753231111399,0.0347924418734418,0.0428555935553624,0,0
"91",2020-06-24,116,"DICK","SG-WK",711076,4328324,2276,6,2020,0.113184470150673,1,"1D",NA,NA,NA,NA,NA,NA,"NANA",439.068023681641,"4530",0,NA,NA,NA,NA,NA,0.0488510777719308,0.113592392014936,0,0
"92",2020-07-02,112,"DICK","SG-KY",711772,4328496,2284,7,2020,0.207181640058578,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",437.560028076172,"4530",0,2.69084868786903,0.526258801376961,0.150873511300968,0.142708618388683,0.112165678166158,0.0153930920037626,0.0240202380727835,0.0578279266572638,0.00141043723554302
"93",2020-07-02,4,"DICK","AB-KS",710009,4328980,2284,7,2020,0.0958770554282301,1,"N1B","bison","1","1",136,560.4,238,"bison1",411.680023193359,"4530",0,2.82042013241892,0.325037721587107,0.282260500990075,0.295691549641621,0.0500469803521023,0.011622259596811,0.0631732670510225,0.0243553008595989,0
"94",2020-07-07,111,"DICK","SG-KR",712841,4330366,2289,7,2020,0.0682529142494961,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",419.684020996094,"4625",0,4.73200612934877,0.390796457044724,0.18893978539001,0.131055650129573,0.0770457201878168,0.0802989103324673,0.0703403755462695,0,0
"95",2020-07-07,80,"DICK","RR-SR",712810,4330520,2289,7,2020,0.0615910401921321,1,"C3SB","cattle","3","0",136,560.4,238,"cattle3",419.802032470703,"4625",0,4.91404954682842,0.389906383202368,0.189793133628951,0.122973041788357,0.076343929979092,0.0122587526059909,0.0664308906011915,0.038135593220339,0
"96",2020-07-08,105,"DICK","SG-BG",712227,4329158,2290,7,2020,0.0691640608262393,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",417.290008544922,"4530",0,4.10667783510251,0.46383173683469,0.199711938290873,0.122997352568104,0.10244056304257,0.0111869750921361,0.0515999634987688,0.0931232091690544,0
"97",2020-07-08,107,"DICK","SG-DD",711919,4329842,2290,7,2020,0.0549470152132884,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",438.989013671875,"4530",0,3.16545280123685,0.410840781557349,0.222293028116647,0.151009036908595,0.103754927190583,0.0372627513352408,0.0650394004222571,0,0
"98",2020-07-10,50,"DICK","KO-SD",712430,4330161,2292,7,2020,0.0598270438642931,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",424.757019042969,"4783",0,3.8293218708314,0.400343477396327,0.217291140553396,0.130792360165495,0.0888123248528937,0.0108839946349997,0.028812958466631,0.0515759312320917,0.00143266475644699
"99",2020-07-10,94,"DICK","RY-SO",712487,4330146,2292,7,2020,0.0540458059504225,1,"C3A","cattle","3","0",136,560.4,238,"cattle3",421.799011230469,"4783",0,3.95984644329494,0.399898726318125,0.214412620364307,0.132298485723429,0.0869646868503855,0.0171160389469766,0.0794840762365001,0.00716332378223496,0
"100",2020-07-11,34,"DICK","DS-WW",712541,4329664,2293,7,2020,0.0741090822704691,1,"C3B","cattle","3","1",136,560.4,238,"cattle3",415.779022216797,"4530",0,2.79263105883449,0.423775542738778,0.244126334859397,0.299988365016852,0.0405398519080032,0.0104362072948804,0.0634984578510325,0.0888252148997135,0
"101",2020-07-15,154,"DICK","YO-GS",710469,4328115,2297,7,2020,0.0673102061167109,1,"N1B","bison","1","1",136,560.4,238,"bison1",434.191009521484,"4530",0,1.66861434552359,0.28084747347116,0.291476802972388,0.326516065738405,0.0484967053478791,0.0304901530047847,0.0444061828571679,0,0
"102",2020-07-17,135,"DICK","WW-YS",711986,4329332,2299,7,2020,0.180383670114828,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",437.273010253906,"4530",0,3.65648551925085,0.450399964653914,0.192986451438034,0.140759645005613,0.101396876751381,0.0123079906701148,0.0909361905130664,0.0959097320169253,0
"103",2020-07-17,92,"DICK","RS-RO",711986,4329332,2299,7,2020,0.180383670114828,1,"C3C","cattle","3","0",136,560.4,238,"cattle3",437.273010253906,"4530",0,3.65648551925085,0.450399964653914,0.192986451438034,0.140759645005613,0.101396876751381,0.0123079906701148,0.0909361905130664,0.0959097320169253,0
